qualificationId,sectorId,branchId,occupationId,levelId
679,57,48,233,2
680,57,48,233,4
681,57,48,233,5
682,57,48,234,2
683,57,48,234,4
684,57,48,234,5
685,57,49,235,2
686,57,49,235,4
687,57,49,235,5
688,57,49,235,6
689,57,49,236,2
690,57,49,236,4
691,57,49,236,5
692,57,49,236,6
693,57,49,237,4
694,57,49,237,2
695,57,50,238,3
696,57,50,238,1
697,57,50,238,2
698,57,50,238,4
699,57,50,238,5
700,57,50,238,6
701,57,50,238,7
702,78,51,239,5
703,78,51,240,4
704,78,51,241,2
705,78,51,241,1
706,78,51,241,3
707,78,52,242,5
708,78,52,243,4
709,78,52,244,2
710,78,52,244,1
711,78,53,245,5
712,78,53,246,4
713,78,53,247,3
714,78,53,247,1
715,78,53,247,2
716,90,6,18,1
717,29,54,248,1
718,29,54,248,2
719,29,54,248,4
720,29,54,248,5
721,29,54,249,1
722,29,54,249,2
723,29,54,249,4
724,29,54,249,5
725,29,54,250,2
726,29,54,250,4
727,29,54,250,5
728,29,54,251,2
729,29,54,251,4
730,29,54,251,5
731,29,54,252,6
732,59,,253,4
733,59,,253,2
734,59,,253,5
735,3,,,3
736,3,,,1
737,3,,,1
738,92,55,254,5
739,92,55,255,4
740,92,55,256,6
741,92,55,257,1
742,92,55,258,2
743,92,55,256,4
744,92,55,256,5
745,92,55,259,1
746,92,55,260,2
747,92,55,261,1
748,92,55,262,2
749,92,56,263,2
750,92,56,264,4
751,92,56,264,5
752,92,56,264,6
753,92,56,265,1
754,92,56,266,1
755,92,56,267,2
756,92,56,268,1
757,92,56,269,4
758,92,56,270,1
759,92,56,271,2
760,92,57,272,2
761,92,57,273,4
762,92,57,274,2
763,92,57,275,2
764,92,57,276,2
765,92,57,277,2
766,92,57,278,1
767,92,57,279,1
768,92,57,280,4
769,92,57,281,4
770,92,57,281,5
771,92,57,281,6
772,92,58,282,4
773,92,58,283,5
774,92,58,284,4
775,92,58,284,5
776,92,58,284,6
777,92,58,285,1
778,92,58,286,2
779,92,58,287,1
780,92,58,288,1
781,92,58,289,1
782,92,58,290,2
783,92,58,291,1
784,61,,292,1
785,61,,292,2
786,61,,292,4
787,26,23,112,3
788,26,23,112,1
789,26,23,293,3
790,26,23,112,2
791,26,23,293,1
792,26,23,293,2
793,35,59,294,1
794,35,59,294,2
795,35,59,295,2
796,35,59,296,2
797,35,59,297,2
798,35,59,298,2
799,35,59,296,1
800,35,59,297,1
801,35,59,295,1
802,35,59,298,4
803,35,59,298,5
804,35,59,299,1
805,35,59,300,1
806,35,59,301,1
807,35,59,299,2
808,35,59,300,2
809,35,59,301,2
810,35,59,302,2
811,35,59,303,2
812,35,59,302,1
813,35,59,303,4
814,35,59,303,5
815,59,,304,5
816,59,,305,5
817,59,,306,5
818,59,,307,5
819,59,,304,6
820,59,,305,6
821,59,,306,6
822,59,,307,6
823,59,,308,7
824,22,60,309,2
825,22,60,309,4
826,22,60,310,5
827,22,60,311,6
828,22,60,312,7
830,32,,313,3
831,32,,314,3
832,32,,315,1
833,32,,315,2
834,32,,314,1
835,32,,314,2
836,32,,314,5
837,32,,313,1
838,32,,313,2
839,32,,313,6
840,32,,315,4
841,32,,314,4
842,32,,313,4
843,32,,313,5
844,32,,314,6
845,48,,316,4
846,48,,316,5
847,48,,317,5
848,48,,317,4
849,48,,318,4
850,48,,318,5
851,48,,319,5
852,48,,319,4
853,48,,320,4
854,48,,320,5
855,48,,321,4
856,48,,321,5
857,70,61,322,4
858,70,61,323,4
859,70,61,324,5
860,70,61,325,5
861,70,61,326,6
862,70,61,327,6
863,70,61,328,6
864,70,61,329,6
865,70,61,330,1
866,70,61,331,1
867,70,61,332,2
868,70,61,333,2
869,70,61,334,2
870,70,61,335,1
871,70,61,336,5
872,70,61,337,5
873,70,61,338,6
874,3,,,2
875,73,42,339,2
876,73,42,339,4
877,73,42,339,5
878,76,14,340,4
879,76,14,341,4
880,25,62,342,3
881,25,62,342,1
882,25,62,342,2
883,25,62,343,2
884,25,62,343,4
885,25,62,343,5
886,25,62,344,1
887,25,62,344,2
888,25,62,344,4
889,25,63,345,3
890,25,63,345,1
891,25,63,346,5
892,25,63,347,3
893,25,63,347,1
894,25,63,346,2
895,25,63,348,2
896,25,63,347,2
897,25,63,348,4
898,25,63,346,4
899,25,63,348,1
900,25,64,349,3
901,25,64,349,1
902,25,64,350,1
903,25,64,351,1
904,25,64,352,1
905,25,64,349,2
906,25,64,350,2
907,25,64,351,2
908,25,64,352,2
909,25,64,351,3
910,25,64,352,3
911,25,64,350,3
912,73,42,353,2
913,73,42,353,4
914,73,42,353,5
915,64,,354,1
916,64,,355,2
917,64,,355,4
918,64,,355,5
919,53,65,356,4
920,53,65,357,1
921,53,65,357,2
922,53,65,358,2
923,53,65,358,1
924,53,65,358,4
925,53,65,359,3
926,53,65,359,1
927,53,65,359,2
928,53,65,359,4
929,53,65,360,3
930,53,65,361,1
931,53,65,360,1
932,53,65,361,2
933,53,65,360,2
934,53,65,360,4
935,53,65,362,2
936,53,65,362,4
937,53,65,363,4
938,53,65,364,3
939,53,65,364,2
940,53,65,364,1
941,53,65,365,4
942,70,66,366,2
943,70,66,366,4
944,70,66,367,2
945,70,66,367,4
946,70,66,368,1
947,70,66,369,2
948,70,66,370,2
949,70,66,371,4
950,70,66,372,4
951,70,66,373,2
952,70,66,374,2
953,70,66,375,1
954,70,66,375,4
955,53,67,376,5
956,53,67,376,6
957,53,67,377,5
958,53,67,377,6
959,53,67,378,5
960,53,67,379,3
961,53,67,380,3
962,53,67,380,1
963,53,67,381,3
964,53,67,381,1
965,53,67,382,3
966,53,67,380,2
967,53,67,380,4
968,53,67,379,1
969,53,67,379,2
970,53,67,379,4
971,53,67,383,2
972,53,67,383,1
973,53,67,381,2
974,53,67,381,4
975,83,68,384,2
976,83,68,384,4
977,83,68,384,5
978,83,68,384,6
979,83,68,385,1
980,83,68,385,2
981,83,68,385,4
982,83,68,385,5
983,83,68,386,1
984,83,68,386,2
985,83,68,386,4
986,83,68,386,5
987,83,68,387,1
988,83,68,387,2
989,83,68,387,4
990,83,68,387,5
991,83,68,388,2
992,83,68,388,4
993,83,68,388,5
994,83,68,389,2
995,83,68,389,4
996,83,68,390,4
997,83,68,389,5
998,83,68,390,2
999,83,68,390,5
1000,83,68,391,1
1001,83,68,391,2
1002,83,68,391,4
1003,83,68,391,5
1004,83,68,392,4
1005,83,68,392,5
1006,83,68,393,2
1007,83,68,393,4
1008,83,68,393,5
1009,83,68,393,6
1010,83,68,393,1
1011,76,15,394,2
1012,76,15,394,4
1013,76,15,395,2
1014,76,15,395,4
1015,76,15,396,4
1016,76,15,396,5
1017,62,,397,1
1018,62,,398,2
1019,62,,399,2
1020,62,,400,1
1021,62,,401,1
1022,62,,402,2
1023,62,,403,2
1024,62,,400,2
1025,62,,397,2
1026,62,,404,1
1027,62,,404,2
1028,62,,405,1
1029,62,,406,2
1030,62,,407,2
1031,62,,406,1
1032,62,,408,1
1033,62,,409,2
1034,62,,409,4
1035,62,,408,2
1036,62,,401,2
1037,35,69,410,4
1038,35,69,411,1
1039,35,69,411,2
1040,35,69,412,4
1041,35,69,413,1
1042,35,69,414,4
1043,35,69,414,5
1044,21,70,415,1
1045,21,70,415,2
1046,21,70,415,4
1047,21,70,415,5
1048,21,70,416,3
1049,21,70,416,1
1050,21,70,416,2
1051,21,70,416,4
1052,21,70,416,5
1053,21,70,417,3
1054,21,70,417,1
1055,21,70,417,2
1056,21,70,417,4
1057,21,70,417,5
1058,21,70,418,3
1059,21,70,418,1
1060,21,70,418,2
1061,21,70,418,4
1062,21,70,418,5
1063,21,70,415,3
1064,21,71,419,1
1065,21,71,419,2
1066,21,71,419,4
1067,21,71,420,1
1068,21,71,420,2
1069,21,71,420,4
1070,21,71,421,1
1071,21,71,421,2
1072,21,71,421,4
1073,21,71,422,1
1074,21,71,422,2
1075,21,71,422,4
1076,21,71,423,1
1077,21,71,423,2
1078,21,71,423,4
1079,21,71,424,1
1080,21,71,424,2
1081,21,71,424,4
1082,21,72,425,1
1083,21,72,425,2
1084,21,72,425,4
1085,21,72,426,1
1086,21,72,426,2
1087,21,72,426,4
1088,21,72,427,1
1089,21,72,427,2
1090,21,72,427,4
1091,21,72,428,3
1092,21,72,428,1
1093,21,72,428,2
1094,21,72,428,4
1095,21,72,429,1
1096,21,72,429,2
1097,21,72,429,4
1098,21,72,430,1
1099,21,72,430,2
1100,21,72,430,4
1101,21,72,431,3
1102,21,72,431,1
1103,21,72,431,2
1104,21,72,431,4
1105,21,72,432,3
1106,21,72,432,1
1107,21,72,432,2
1108,21,72,432,4
1109,21,73,433,1
1110,21,73,433,2
1111,21,73,433,4
1112,21,73,434,1
1113,21,73,434,2
1114,21,73,434,4
1115,70,74,435,2
1116,70,74,435,4
1117,70,74,436,1
1118,70,74,436,2
1119,70,74,436,4
1120,70,74,437,5
1121,80,,438,3
1122,80,,438,1
1123,80,,439,2
1124,80,,439,4
1125,80,,440,4
1126,80,,440,5
1127,80,,440,6
1128,80,,440,7
1129,80,,441,4
1130,80,,441,5
1131,35,59,442,1
1132,35,59,443,1
1133,35,59,443,2
1134,35,59,442,2
1135,35,59,444,1
1136,35,59,444,2
1137,79,11,445,3
1138,79,11,445,1
1139,79,11,446,1
1140,79,11,446,2
1141,79,11,447,3
1142,79,11,447,1
1143,79,11,448,3
1144,79,11,448,1
1145,79,11,449,1
1146,79,11,449,2
1147,35,59,450,1
1148,35,59,450,2
1149,35,59,450,4
1150,35,59,451,1
1151,35,59,451,2
1152,35,59,451,4
1153,35,59,452,1
1154,35,59,452,2
1155,29,75,453,1
1156,29,75,453,2
1157,29,75,453,4
1158,29,75,454,1
1159,29,75,454,2
1160,29,75,454,4
1161,29,75,455,1
1162,29,75,455,2
1163,29,75,455,4
1164,29,75,456,1
1165,29,75,456,2
1166,29,75,456,4
1167,29,75,457,1
1168,29,75,457,2
1169,29,75,457,4
1170,29,75,458,1
1171,29,75,458,2
1172,29,75,458,4
1173,29,75,459,1
1174,29,75,459,2
1175,29,75,459,4
1176,29,75,460,1
1177,29,75,460,2
1178,29,75,460,4
1179,37,76,461,5
1180,37,76,461,6
1181,37,76,461,7
1182,37,76,462,5
1183,37,76,462,6
1184,37,76,462,7
1185,28,37,463,2
1186,28,37,464,2
1187,28,37,465,2
1188,28,37,464,4
1189,28,37,465,4
1190,28,37,463,4
1191,28,37,464,5
1192,28,37,465,5
1193,28,37,463,5
1194,62,,466,2
1195,62,,466,1
1196,62,,107,1
1197,31,77,467,5
1198,31,77,468,6
1199,31,77,469,6
1200,31,77,470,6
1201,31,77,471,6
1202,31,77,472,6
1203,31,77,473,6
1204,31,77,474,6
1205,31,77,467,6
1206,31,77,468,5
1207,31,77,474,4
1208,31,77,474,5
1209,31,77,467,7
1210,31,77,468,7
1211,31,77,469,7
1212,31,77,470,7
1213,31,77,472,7
1214,31,77,474,7
1215,31,77,473,5
1216,31,77,473,7
1217,31,77,471,7
1218,31,77,470,5
1219,31,77,469,5
1220,31,77,472,5
1221,31,77,471,5
1222,82,,475,1
1223,82,,475,2
1224,82,,475,4
1225,82,,475,5
1226,82,,476,1
1227,82,,476,2
1228,82,,476,4
1229,82,,476,5
1230,82,,477,1
1231,82,,477,2
1232,82,,477,4
1233,82,,477,5
1234,82,,478,5
1235,82,,479,5
1236,82,,480,5
1237,82,,480,6
1238,82,,479,6
1239,82,,478,6
1240,82,,481,4
1241,82,,482,4
1242,82,,483,4
1243,82,,483,5
1244,82,,482,5
1245,82,,481,5
1246,75,78,484,1
1247,75,78,484,2
1248,75,78,485,2
1249,75,78,486,4
1250,75,78,486,5
1251,75,78,485,4
1252,75,78,485,5
1253,47,79,487,3
1254,47,79,487,1
1255,47,79,487,2
1256,47,79,488,4
1257,47,79,488,5
1258,47,79,488,2
1259,47,79,489,3
1260,47,79,489,1
1261,47,79,489,2
1262,47,79,489,4
1263,47,79,490,1
1264,47,79,490,2
1265,47,79,491,2
1266,47,79,491,4
1267,47,79,492,3
1268,47,79,492,1
1269,47,79,492,2
1270,47,79,492,4
1271,47,79,492,5
1272,47,79,493,1
1273,47,79,493,2
1274,47,79,493,4
1275,47,79,493,5
1276,79,2,494,4
1277,79,2,494,5
1278,79,80,495,4
1279,79,80,495,5
1280,79,2,496,6
1281,79,2,496,7
1282,79,2,497,6
1283,79,2,497,7
1284,79,2,498,2
1285,79,2,499,1
1286,79,2,500,1
1287,79,2,501,1
1288,26,81,502,3
1289,26,81,502,1
1290,26,23,503,3
1291,26,23,503,1
1292,26,23,503,2
1293,26,23,503,4
1294,26,23,503,5
1295,26,23,503,6
1296,74,,190,3
1297,4,,,8
1298,4,,,9
1299,4,,,10
1300,4,,,8
1301,4,,,9
1302,4,,,10
1303,4,,,9
1304,4,,,10
1305,4,,,9
1306,4,,,10
1307,4,,,9
1308,4,,,10
1309,4,,,8
1310,4,,,10
1311,4,,,8
1312,4,,,8
1313,4,,,8
1314,4,,,9
1315,29,82,504,4
1316,29,82,504,5
1317,29,82,505,2
1318,29,82,505,4
1319,29,82,506,3
1320,29,82,506,1
1321,29,82,506,2
1322,29,82,507,3
1323,29,82,507,1
1324,29,82,507,2
1325,29,82,508,1
1326,29,82,508,2
1327,29,82,509,1
1328,29,82,509,2
1329,29,82,510,4
1330,29,82,510,5
1331,29,82,511,4
1332,29,82,511,5
1333,29,82,512,1
1334,29,82,512,2
1335,29,82,512,4
1336,29,82,513,3
1337,29,82,513,1
1338,29,82,513,2
1339,29,82,513,4
1340,29,82,513,5
1341,29,82,505,5
1342,29,82,512,5
1343,29,82,514,4
1344,29,82,514,5
1345,29,82,515,4
1346,29,82,515,5
1347,74,,516,1
1348,74,,517,1
1349,74,,518,1
1350,74,,519,1
1351,74,,516,2
1352,74,,517,2
1353,74,,518,2
1354,74,,519,2
1355,74,,516,4
1356,74,,517,4
1357,74,,518,4
1358,74,,519,4
1359,74,,516,5
1360,74,,517,5
1361,74,,518,5
1362,74,,519,5
1363,30,,520,5
1364,30,,520,6
1365,30,,520,7
1366,91,24,119,2
1367,79,3,521,2
1368,79,3,521,4
1369,79,3,522,2
1370,79,3,522,4
1371,79,3,523,2
1372,79,3,523,4
1373,79,3,524,5
1374,79,3,524,6
1375,79,3,525,5
1376,79,3,525,6
1377,79,3,526,5
1378,79,3,526,6
1379,79,4,527,2
1380,79,4,527,4
1381,79,4,527,5
1382,79,4,528,5
1383,79,4,528,6
1384,79,4,529,2
1385,79,4,529,4
1386,64,83,530,2
1387,64,83,530,4
1388,64,83,530,5
1389,64,83,531,1
1390,64,83,531,2
1391,64,83,531,4
1392,64,83,531,5
1393,64,83,532,5
1394,64,83,533,2
1395,64,83,533,4
1396,64,83,534,2
1397,64,83,534,4
1398,64,83,535,1
1399,64,83,535,2
