sectorId,occupationId
65,1201
65,1202
65,1203
65,1204
65,1205
65,1206
65,1207
65,1208
65,1209
65,1210
65,1211
65,1212
65,1213
65,1214
65,1215
65,1216
65,1226
65,1227
65,1228
65,1229
65,1230
65,1231
65,1232
66,195
66,196
66,197
66,198
66,199
66,200
66,201
66,202
66,203
66,1121
66,1122
66,1123
66,1124
66,1125
66,1126
66,1127
66,1128
66,1129
67,164
67,165
67,166
67,167
67,168
67,169
67,638
67,639
67,640
67,641
67,642
67,643
67,644
68,633
68,634
68,635
68,636
68,637
68,1135
68,1136
68,1137
68,1326
69,154
69,155
69,156
69,157
69,158
69,159
69,160
69,161
69,899
69,923
69,924
69,925
69,926
69,927
69,928
69,929
69,1312
69,1313
69,1314
70,322
70,323
70,324
70,325
70,326
70,327
70,328
70,329
70,330
70,331
70,332
70,333
70,334
70,335
70,336
70,337
70,338
70,366
70,367
70,368
70,369
70,370
70,371
70,372
70,373
70,374
70,375
70,435
70,436
70,437
70,945
70,946
70,947
70,948
70,949
70,950
70,951
70,952
70,953
70,954
70,955
70,956
70,957
70,958
70,959
70,960
70,961
70,962
70,963
70,964
70,965
70,966
70,967
70,968
70,969
70,1073
70,1074
70,1075
70,1076
70,1077
70,1078
70,1079
70,1080
70,1081
70,1082
70,1083
70,1084
70,1085
70,1086
70,1087
70,1088
70,1090
70,1091
70,1092
70,1093
70,1094
70,1095
70,1096
70,1237
70,1238
70,1250
70,1251
70,1252
70,1270
70,1271
70,1272
70,1273
70,1278
70,1285
70,1286
71,628
71,629
71,630
71,829
71,830
72,628
72,629
72,630
72,829
72,919
72,920
72,921
72,922
72,1316
72,1317
73,219
73,339
73,353
73,594
74,190
74,191
74,192
74,193
74,516
74,517
74,518
74,519
74,771
74,772
74,773
75,47
75,484
75,485
75,486
75,842
75,843
75,844
75,845
75,846
75,847
75,848
75,849
75,850
75,851
75,852
76,59
76,60
76,61
76,62
76,63
76,64
76,65
76,66
76,67
76,68
76,69
76,340
76,341
76,394
76,395
76,396
77,59
77,60
77,61
77,62
77,63
77,64
77,65
77,66
77,67
77,68
77,69
77,340
77,341
77,394
77,395
77,396
77,1070
77,1071
78,239
78,240
78,241
78,242
78,243
78,244
78,245
78,246
78,247
78,818
78,819
78,820
79,5
79,6
79,7
79,8
79,9
79,10
79,11
79,12
79,13
79,14
79,15
79,16
79,37
79,38
79,39
79,40
79,41
79,42
79,43
79,44
79,45
79,46
79,382
79,383
79,445
79,446
79,447
79,448
79,449
79,494
79,495
79,496
79,497
79,498
79,499
79,500
79,501
79,521
79,522
79,523
79,524
79,525
79,526
79,527
79,528
79,529
79,538
79,539
79,540
79,645
79,646
79,647
79,648
79,649
79,650
79,651
79,737
79,738
79,739
79,740
79,741
79,742
79,743
79,744
79,745
79,746
79,747
79,853
79,854
79,855
79,856
79,857
79,858
79,859
79,860
79,861
79,862
79,1000
79,1007
79,1008
79,1009
79,1098
80,438
80,439
80,440
80,441
80,733
80,734
80,735
80,736
80,981
80,1301
81,564
81,565
81,566
81,567
81,568
81,569
81,570
81,571
81,572
81,573
81,574
81,575
81,576
81,577
81,578
81,579
81,580
81,581
81,582
81,583
81,584
81,585
81,586
81,587
81,588
81,589
81,590
81,591
81,592
81,593
82,52
82,53
82,54
82,55
82,56
82,57
82,58
82,145
82,475
82,476
82,477
82,478
82,479
82,480
82,481
82,482
82,483
83,384
83,385
83,386
83,387
83,388
83,389
83,390
83,391
83,392
83,393
83,622
83,623
83,624
83,625
83,626
83,627
83,880
83,881
83,942
83,943
83,944
84,47
84,484
84,485
84,486
84,842
84,843
84,844
84,845
84,846
84,847
84,848
84,849
84,850
84,851
84,852
85,125
85,126
85,127
85,128
85,129
85,130
85,131
85,132
85,133
85,134
85,135
85,136
85,137
85,138
85,139
85,1018
85,1019
85,1020
85,1021
85,1022
86,125
86,126
86,127
86,128
86,129
86,130
86,131
86,132
86,133
86,134
86,135
86,136
86,137
86,138
86,139
86,1138
86,1139
86,1259
86,1260
86,1261
86,1262
86,1265
86,1266
86,1267
86,1268
86,1269
86,1283
86,1296
86,1297
86,1298
86,1299
87,992
87,993
87,994
87,995
87,996
87,997
87,998
87,999
87,1066
87,1067
87,1068
87,1069
87,1155
88,916
88,917
88,918
89,194
89,415
89,416
89,417
89,418
89,419
89,420
89,421
89,422
89,423
89,424
89,425
89,426
89,427
89,428
89,429
89,430
89,431
89,432
89,433
89,434
89,520
89,821
89,822
89,882
89,883
89,884
89,885
89,886
89,887
89,1233
89,1234
89,1235
89,1236
90,18
90,19
90,20
90,21
90,22
90,23
90,24
90,25
90,26
90,27
90,598
90,599
90,600
90,601
90,602
90,603
90,604
90,605
90,606
90,607
90,608
90,609
90,610
90,611
90,612
90,613
90,614
90,901
90,902
90,903
90,904
91,1
91,2
91,3
91,4
91,118
91,119
91,120
91,121
91,122
91,123
91,124
91,652
91,653
91,654
91,655
91,656
91,657
91,658
91,659
91,660
91,661
91,875
91,876
91,877
91,878
91,1164
91,1166
91,1167
91,1168
91,1169
92,254
92,255
92,256
92,257
92,258
92,259
92,260
92,261
92,262
92,263
92,264
92,265
92,266
92,267
92,268
92,269
92,270
92,271
92,272
92,273
92,274
92,275
92,276
92,277
92,278
92,279
92,280
92,281
92,282
92,283
92,284
92,285
92,286
92,287
92,288
92,289
92,290
92,291
93,74
93,75
93,76
93,77
93,78
93,79
93,80
93,81
93,83
93,85
93,86
93,87
93,88
93,89
93,90
93,97
93,99
93,546
93,547
93,548
93,549
93,550
93,552
93,553
93,710
93,711
93,712
93,751
93,752
93,754
93,755
93,756
93,757
93,758
93,759
93,767
93,769
93,777
93,778
93,779
93,780
93,782
93,784
93,785
93,786
93,787
93,788
93,789
93,790
93,791
93,792
93,793
93,794
93,889
93,890
93,891
93,892
93,893
93,894
93,895
93,896
93,897
93,898
93,930
93,1034
93,1035
93,1043
93,1153
93,1165
93,1196
93,1224
93,1225
93,1318
93,1319
93,1320
94,487
94,488
94,489
94,490
94,491
94,492
94,493
94,564
94,565
94,566
94,567
94,568
94,569
94,570
94,571
94,572
94,573
94,574
94,575
94,576
94,577
94,578
94,579
94,580
94,581
94,582
94,584
94,585
94,586
94,587
94,588
94,589
94,590
94,591
94,592
94,593
94,900
94,1037
94,1042
94,1290
95,70
95,71
95,72
95,73
95,831
95,832
95,833
95,834
95,835
96,908
96,909
96,910
96,911
96,912
96,913
97,800
97,801
97,802
97,803
97,804
97,805
97,806
97,807
97,808
97,809
97,810
97,811
97,812
97,813
97,814
97,815
97,1049
97,1050
97,1051
97,1052
97,1053
97,1054
97,1055
97,1056
97,1057
97,1058
97,1059
97,1060
98,595
98,596
98,597
98,668
98,669
98,670
98,671
98,672
98,673
98,674
98,675
98,676
98,677
98,678
98,679
98,680
98,681
98,682
98,683
98,684
98,685
98,686
98,687
98,688
98,689
98,690
98,691
98,692
98,1257
