id,name
186,สาขางานระบบส่งพลังงานไฟฟ้า
187,สาขางานวิชาการ
188,สาขางานงบประมาณ
189,สาขางานบุคคล
190,สาขางานทั่วไป
191,สาขาการจัดการดูแลต้นไม้
192,สาขาบริการภาคพื้นและบริการอุปกรณ์ภาคพื้นในลานจอดอากาศยาน
193,สาขาปศุสัตว์
194,สาขาบริหารทรัพยากรบุคคล
195,สาขาพัฒนาทรัพยากรบุคคล
196,สาขาพัฒนาองค์การ
197,สาขาบริหารงานบุคคลเชิงกลยุทธ์
198,สาขายานยนต์ไฟฟ้า
199,สาขาส่งเสริมงานอนุรักษ์ศิลปหัตถกรรมพื้นบ้าน
200,สาขาเดินเรือยอร์ช
201,สาขาการให้บริการการท่องเที่ยวเชิงการแพทย์และสุขภาพ
202,สาขาโภชนาการ
203,สาขาธุรกิจจัดหางาน
204,สาขาจัดการจัดซื้อ จัดหา จัดจ้าง
205,สาขางานประนีประนอมข้อพิพาท
206,สาขาการดำน้ำ
207,สาขาล่ามเพื่อการสื่อสาร
208,สาขาบัญชี
209,สาขาเทคโนโลยีอวกาศและภูมิสารสนเทศ
210,สาขาดุริยางคศิลป์
211,สาขาการประกันคุณภาพเทคโนโลยีดิจิทัล
212,สาขาการจัดการอุตสาหกรรม
213,สาขาการเขียนแบบและประมาณราคา
214,สาขางานก่อสร้างฐานราก และโครงสร้างอาคาร
215,สาขางานระบบผลิตไฟฟ้าจากพลังงานลม
216,สาขากระบวนการผลิตผลิตภัณฑ์พลาสติก
217,สาขางานเทคนิคและฝึกอบรมอากาศยาน (เครื่องบิน)
218,สาขาส่งเสริมงานอนุรักษ์งานพื้นบ้านและศิลปหัตถกรรม
219,สาขางานเทคนิคและฝึกอบรมอากาศยาน (เฮลิคอปเตอร์)
220,สาขางานเทคนิคและฝึกอบรมอากาศยาน (อาวิโอนิกส์)
221,สาขาผลิตไฟฟ้าจากขยะ
222,สาขางานบริการด้านเยาวชน
223,สาขาเทคโนโลยีชีวมวล และเทคโนโลยีก๊าซชีวภาพ.
224,สาขาช่างเชื่อมอุตสาหกรรม
225,สาขาผู้ควบคุมงานเชื่อมอุตสาหกรรม
226,สาขางานผ้าเขียน - พิมพ์ลาย
227,สาขาการดูแลสัตว์เลี้ยง
228,สาขาวัดผลประเมินผล
229,สาขาการเขียนบท
230,สาขาบริหารจัดการทรัพย์สินทางปัญญา และเทคโนโลยี
231,สาขาการแสดงศิลปะไทยและวัฒนธรรมสร้างสรรค์
232,สาขาเรือประมง
233,สาขาธุรกิจบริการทำความสะอาด
234,สาขาอุปกรณ์การแพทย์
235,สาขาแปรรูปผลิตภัณฑ์ยางพารา (อุตสาหกรรมกลางน้ำ)
236,สาขาอากาศยานซึ่งไม่มีนักบิน
237,สาขาอุตสาหกรรมผลิตแผงวงจรอิเล็กทรอนิกส์
238,สาขางานหนังสือและสิ่งพิมพ์
239,สาขาการพัฒนานักเทคโนโลยีชีวภาพภาคอุตสาหกรรม
