id,name
83,สาขาวิชาชีพสิ่งแวดล้อมและสารอันตราย
84,สาขาวิชาชีพหุ่นยนต์และระบบอัตโนมัติ
85,สาขาวิชาชีพอนุรักษ์งานพื้นบ้านและศิลปหัตถกรรม
86,สาขาวิชาชีพอนุรักษ์งานศิลปหัตถกรรมและงานพื้นบ้าน
87,สาขาวิชาชีพอัญมณี เครื่องประดับ และโลหะมีค่า
88,สาขาวิชาชีพอาชีวอนามัยและความปลอดภัย
89,สาขาวิชาชีพอุตสาหกรรมก่อสร้างและการผังเมือง
90,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์
91,สาขาวิชาชีพอุตสาหกรรมการพิมพ์
92,สาขาวิชาชีพอุตสาหกรรมเซรามิกและเครื่องเคลือบ
93,สาขาวิชาชีพอุตสาหกรรมดิจิทัล
94,สาขาวิชาชีพอุตสาหกรรมบันเทิง
95,สาขาวิชาชีพอุตสาหกรรมปิโตรเลียมและปิโตรเคมี
96,สาขาวิชาชีพอุตสาหกรรมผลิตเครื่องจักรกลและโลหะการ
97,สาขาวิชาชีพอุตสาหกรรมผลิตและแปรรูปเหล็ก
98,สาขาวิชาชีพอุตสาหกรรมพลาสติก
