4,5,"Determines requirements and specifies effective business processes, through improvements in technology, information or data practices, organisation, roles, procedures and equipment."
4,6,Develops enterprise-wide architecture and processes to embed strategic change management within the organisation.
4,6,Leads the creation and review of a systems capability strategy aligned with business requirements.
4,6,"Develops roadmaps for enterprise architecture and initiatives, ensuring stakeholder buy-in."
4,6,"Captures and prioritises market and environmental trends, business strategies and objectives, identifying alternative strategies."
4,6,"Develops business cases for approval, funding and prioritisation of high-level initiatives."
4,6,"Sets strategies, policies, standards and practices to ensure compliance between business strategies, technology strategies and enterprise transformation activities."
4,7,Directs the development of enterprise-wide architecture and processes to embed the strategic application of change in the management of the organisation.
4,7,Directs the creation and review of an enterprise capability strategy to support the strategic requirements of the business.
4,7,Oversees the creation and implementation of roadmaps to guide long-term enterprise transformation and strategic alignment.
4,7,Identifies the business benefits of alternative strategies.
4,7,"Ensures compliance between business strategies, enterprise transformation activities and technology directions, setting strategies, policies, standards and practices."
5,4,"Contributes to the development of solution architectures in specific business, infrastructure or functional areas."
5,4,"Identifies and evaluates alternative architectures and the trade-offs in cost, performance and scalability."
5,4,Determines and documents architecturally significant decisions.
5,4,"Produces specifications of cloud-based or on-premises components, tiers and interfaces, for translation into detailed designs using selected services and products."
5,4,Supports projects or change initiatives through the preparation of technical plans and application of design principles.
5,4,Aligns solutions with enterprise and solution architecture standards (including security).
5,5,"Leads the development of solution architectures in specific business, infrastructure or functional areas."
5,5,Leads the preparation of technical plans and ensures appropriate technical resources are made available.
5,5,"Ensures appropriate tools and methods are available, understood and employed in architecture development."
5,5,Provides technical guidance and governance on solution development and integration.
5,5,Evaluates requests for changes and deviations from specifications and recommends actions.
5,5,"Ensures relevant technical strategies, policies, standards and practices (including security and cost management) are applied correctly."
5,6,Leads the development of architectures for complex solutions ensuring consistency with agreed requirements.
5,6,"Establishes policies, principles and practices for the selection of solution architecture components."
5,6,"Manages trade-offs and balances functional, service quality, cost efficiency and systems management requirements within a significant area of the organisation."
5,6,Communicates proposed decisions to stakeholders.
5,6,Coordinates and manages the target architecture across multiple projects or initiatives.
5,6,"Maintains a stable, viable architecture and ensures consistency of design and adherence to appropriate standards across multiple projects or initiatives."
6,5,Manages the innovation pipeline and executes innovation processes.
6,5,"Develops and adapts innovation tools, processes and infrastructures to drive the process of innovation."
6,5,Identifies resources and capabilities needed to support innovation.
6,5,"Encourages and motivates innovation communities, teams and individuals to share creative ideas and learn from failures."
6,5,Manages and facilitates the communication and open flow of creative ideas between interested parties and the set-up of innovation networks and communities.
6,6,Obtains organisational commitment to innovation.
6,6,Develops organisational capabilities to drive innovation.
6,6,"Leads and plans the development of innovation capabilities and implementation of innovation processes, tools and frameworks."
6,6,Leads the communication and an open flow of creative ideas between interested parties and the set-up of innovation networks and communities.
6,7,"Leads development of a culture that encourages innovation, risk-taking and collaboration."
6,7,Embeds innovation processes throughout business units and links strategy execution with innovation.
6,7,"Aligns organisational and individual objectives, measures and rewards with innovation."
7,4,Supports monitoring of the external environment and assessment of emerging technologies.
7,4,"Contributes to the creation of reports, technology roadmapping and the sharing of knowledge and insights."
7,5,Monitors the external environment to gather intelligence on emerging technologies.
7,5,"Assesses and documents the impacts, threats and opportunities to the organisation."
7,5,Creates reports and technology roadmaps and shares knowledge and insights with others.
7,6,"Plans and leads the identification and assessment of emerging technologies and the evaluation of potential impacts, threats and opportunities."
7,6,Creates technology roadmaps that align organisational plans with emerging technology solutions.
7,6,"Engages with, and influences, relevant stakeholders to obtain organisational commitment to technology roadmaps."
7,6,Develops organisational guidelines for monitoring emerging technologies.
7,6,Collaborates with internal and external parties to facilitate intelligence gathering.
8,2,"Within given research goals, assists in selection and review of credible and reliable resources."
8,2,"Searches for relevant material using specialised websites and sources, reads relevant articles to update knowledge of the relevant field."
8,2,Reports on work carried out and may contribute sections of publication-quality material.
8,2,"Curates, under guidance, a personal collection of relevant material."
8,3,"Within given research goals, builds on and refines appropriate outline ideas for research, including evaluation, development, demonstration and implementation."
8,3,Applies standard methods to collect and analyse quantitative and qualitative data.
8,3,"Creates research reports to communicate research methodology, findings and conclusions."
8,3,Contributes sections of publication-quality material.
8,3,Uses available resources to update knowledge of any relevant field and curates a personal collection of relevant material.
8,3,Participates in research communities.
8,4,"Builds on and refines appropriate outline ideas for the evaluation, development, demonstration and implementation of research."
8,4,Contributes to research goals and funding proposals.
8,4,Collects and analyses qualitative and quantitative data as required.
8,4,Contributes to research plans and identifies appropriate opportunities for publication and dissemination of research findings.
8,4,Makes an active contribution to research communities.
8,4,"Presents papers at conferences, contributes significant sections of publication-quality material and presents reports to clients."
8,5,Agrees research goals and methods and performs projects to generate original ideas.
8,5,Attracts and manages external research funding.
8,5,Maintains a strong external network within own area of specialism.
8,5,Provides advice on performing research.
8,5,Selects and adapts data collection tools and techniques.
8,5,"Develops, reviews and constructively criticises the research and ideas of others."
8,5,Shares demonstrations of research findings.
8,5,Takes part in professional activities outside own employing organisation.
8,5,"Presents papers at significant conferences, writes articles for specialist journals and presents reports to key stakeholders."
8,6,Develops the organisation's research policy and supervises the work of research functions.
8,6,"Promotes activities externally, attracts and manages significant portfolios of research funding."
8,6,Sets research goals and authorises research proposals.
8,6,Leads strategic and/or interdisciplinary research projects.
8,6,Maintains a strong external network reaching beyond own immediate area of specialism.
8,6,Takes a leading part in professional activities outside own employing organisation.
8,6,"Presents keynote papers at major conferences, writes articles for high impact journals and presents reports to major clients."
9,4,Assesses and reports on how different tactical decisions affect sustainability.
9,4,"Evaluates factors and risks (political, legislative, technological, economic, social) that impact on operational processes and strategic direction."
9,4,Evaluates and reports on the implementation of sustainability measures in specific areas.
9,5,"Provides expert advice and guidance on planning, designing and implementing sustainability solutions."
9,5,"Evaluates and selects sustainability methods, tools and practices to be used in line with agreed policies and standards."
9,5,Identifies and recommends improvements to the organisation's approach to sustainability.
9,6,"Develops and promotes organisational strategies, policies, standards and guidelines for sustainability."
9,6,"Leads the introduction and use of sustainability techniques, methodologies and tools."
10,4,Monitors and maintains financial records to ensure compliance and audit requirements are met.
10,4,Provides general support in financial planning and budgeting by compiling and reporting on financial data.
10,4,Supports decision-making by collating and summarising financial information at a high level.
10,4,Collaborates with business units to gather financial data and understand operational needs.
10,5,"Provides general advice and guidance on financial planning, budgeting and accounting using recognised practices and standards."
10,5,Develops high-level financial plans and forecasts to guide organisational strategies and plans.
10,5,Monitors expenditure to ensure alignment with budgetary goals.
10,5,Contributes to financial control frameworks and supports strategic decision-making by summarising expenditure trends and variances.
10,6,"Develops organisational policies, standards and guidelines for financial management to support strategic business goals."
10,6,Promotes financial governance and drives adherence to financial policies and standards.
10,6,Collaborates with senior leaders and business unit heads to ensure financial strategies support overall business objectives.
10,6,Oversees the setting and management of financial budgets and targets at a strategic level.
10,6,Leads high-level reviews of financial performance and implements improvements to align budget usage with organisational priorities.
11,4,Develops and documents investment appraisals for a range of different projects.
11,4,Identifies suitable appraisal techniques based on the characteristics of a project.
11,4,Collects the information required to create an investment appraisal in collaboration with internal and external stakeholders.
11,4,Presents findings of investment appraisals to selected stakeholders.
11,4,Refines and maintains investment appraisals.
11,5,Advises on investment appraisal approaches and tailors organisational standards to the context of portfolios/programmes.
11,5,Leads investment appraisal activities for simple portfolios and programmes and complex projects.
11,6,"Develops organisational policies, standards and guidelines for investment appraisals."
11,6,Leads activities to establish consistent appraisal across the component projects and programmes within a portfolio.
11,6,Reviews investment appraisals for high-value initiatives to assure their quality.
11,6,Leads investment appraisal activities for complex programmes of work and portfolios.
12,3,Supports the identification and tracking of benefits for projects and programmes.
12,3,Collects data to measure benefits realisation.
12,4,Contributes to the development and implementation of benefits management plans for projects and programmes.
12,4,Engages with stakeholders to identify and quantify benefits and to establish metrics and mechanisms for tracking benefits realisation.
12,4,Monitors and reports on progress towards benefits realisation.
12,4,Identifies risks and issues that may impact benefits delivery and escalates as appropriate.
12,4,Supports the embedding of benefits management practices across the organisation.
12,5,Leads activities required in the realisation of the benefits of each part of the change programme.
12,5,Identifies specific metrics and mechanisms to measure benefits and plans to activate these mechanisms at the required time.
12,5,Monitors benefits against what was predicted in the business case.
12,5,Ensures all participants are engaged throughout the change programme and fully prepared to exploit the new operational business environment.
12,5,"Supports operational managers to ensure all plans, work packages and deliverables are aligned with the expected benefits."
12,6,Works with operational managers to ensure maximum improvements are made as groups of projects deliver their products into operational use.
12,6,Communicates the change programme vision to staff at all levels of the business and keeps a focus on business objectives.
12,6,Maintains the business case for funding the programme and confirms continuing business viability of the programme at regular intervals.
13,2,Assists in gathering financial data and preparing basic budget templates under supervision.
13,2,Supports the budgeting and forecasting process by completing assigned tasks.
13,3,"Performs specified tasks in the budgeting and forecasting process, including data analysis and report preparation, using standard methods."
13,3,Identifies and resolves routine budgeting and forecasting issues.
13,3,Communicates budget and forecast information to relevant stakeholders.
13,4,Contributes to the development of budgets and forecasts for specific areas of responsibility.
13,4,Gathers and analyses financial data and prepares budget templates and reports.
13,4,Supports stakeholder communication and collaboration in the budgeting and forecasting process.
13,5,Leads the development of budgets and forecasts for a department or function.
13,5,Provides authoritative advice and guidance on budgeting and forecasting practices.
13,5,Selects and applies appropriate budgeting and forecasting methodologies and tools.
13,5,"Incorporates scenario planning, sensitivity analysis and risk assessment into the budgeting and forecasting process."
13,5,Collaborates with stakeholders to align budgets and forecasts with organisational objectives and business metrics.
13,6,"Develops and implements budgeting and forecasting strategies, policies and processes aligned with overall organisational objectives and business metrics."
13,6,Drives the adoption of good working practices across the organisation.
13,6,Oversees the development of complex financial models and scenario analyses to support strategic decision-making.
13,6,Provides insights and recommendations to optimise investments and resource allocation.
13,6,Collaborates with senior leaders to ensure budgets and forecasts support long-term organisational goals and drive value creation.
13,6,Sets the vision and direction for budgeting and forecasting practices.
14,2,Assists in collecting and organising financial data and preparing basic reports under supervision.
14,2,Supports the financial analysis process by completing assigned tasks and seeking guidance when needed.
14,3,"Applies established financial analysis techniques and processes to carry out specific tasks such as detailed data analysis, report generation and interpretation of financial metrics."
14,3,Contributes to the development of actionable insights for decision-making.
14,3,Communicates financial analysis findings to relevant stakeholders.
14,4,"Performs financial analysis for specific areas, using standard techniques and tools."
14,4,Prepares reports and provides insights to support decision-making.
14,4,Conducts cost-benefit analyses and supports stakeholder collaboration in the cost management process.
14,4,Collaborates with stakeholders to understand requirements and deliver relevant analysis.
14,4,Supports the development and maintenance of financial models.
14,5,"Leads financial analysis activities for a department or function, applying advanced techniques and tools."
14,5,Develops and maintains complex financial models.
14,5,Conducts scenario planning and sensitivity analysis to support decision-making.
14,5,Provides authoritative advice and guidance on recommended financial analysis practices.
14,5,"Presents findings and recommendations to senior stakeholders, linking financial performance to business outcomes."
14,5,Collaborates with stakeholders to align analysis with organisational objectives.
14,6,"Defines and leads the organisation's approach to financial analysis, aligning it with strategic objectives and business value creation."
14,6,"Develops and implements enterprise-wide financial analysis policies, standards and processes."
14,6,Drives a culture of data-driven decision-making and continuous improvement in financial management.
14,6,"Provides strategic insights and recommendations based on comprehensive financial analysis, linking performance to business strategy."
15,2,Assists in gathering cost data and preparing basic cost reports under supervision.
15,2,Supports the cost management process by completing assigned tasks and seeking guidance when needed.
15,3,Applies standard cost management techniques and processes to monitor and report on costs within a specific area of responsibility.
15,3,Identifies and escalates cost variances and supports the implementation of cost-saving initiatives.
15,3,Collaborates with stakeholders to gather cost data and provide reports.
15,4,Develops and implements cost management processes and procedures for a department or function.
15,4,Monitors actual performance against budget and identifies variances.
15,4,"Analyses costs, identifies trends and recommends corrective actions."
15,4,Provides guidance and advice on cost management techniques and tools.
15,5,"Leads the development and implementation of cost management strategies, policies and procedures for a significant area of the organisation."
15,5,Provides authoritative advice and guidance on cost optimisation techniques and recognised good practices.
15,5,Oversees the development of complex cost models and reporting frameworks.
15,5,Presents cost management insights to senior stakeholders and facilitates data-driven decision-making.
15,5,Promotes a culture of cost consciousness and continuous improvement.
15,6,"Defines and leads the organisation's overall approach to cost management, aligning it with strategic objectives and financial goals."
15,6,"Develops and implements enterprise-wide cost management policies, standards and processes."
15,6,Collaborates with senior leaders to identify and drive cost optimisation initiatives.
15,6,Provides strategic insights and recommendations to optimise cost performance and drive long-term value creation.
15,6,Sets the vision and direction for cost management across the organisation.
16,4,Performs demand management analysis and planning activities within a specific business or operational area.
16,4,Monitors patterns of demand and identifies insights and proposals to improve business value.
16,4,Identifies and assesses opportunities to prioritise or improve alignment between business demand and capacity to deliver.
16,4,"Engages stakeholders to communicate insights, plans and decisions regarding business demand."
16,5,Implements demand management analysis and  planning activities.
16,5,Provides advice to help stakeholders adopt and adhere to the agreed demand management approach.
16,5,"Manages the process of integrating demand management  with complementary strategic, operational and change management processes."
16,5,Maintains a register of business requests and routes requests to the right place.
16,5,Reports on the status of each request.
16,5,Reviews new business proposals and provides advice on demand issues.
16,5,Works with business representatives to agree and implement short-term and medium-term modifications to demand.
16,6,"Defines the approach and sets policies for discovering, analysing, planning, controlling and documenting demand for services and products."
16,6,Organises scoping and business priority setting for strategic business changes involving business policymakers and direction setters.
16,6,Engages with and influences senior stakeholders to improve the business value delivered from new or existing services and products.
16,6,Leads the development of demand management capabilities.
16,6,"Leads the integration of demand management with complementary strategic, operational and change management processes."
17,2,Assists in the collection and maintenance of data for measurement purposes under routine supervision.
17,2,"Uses standard procedures for measuring attributes of processes, products and services."
17,2,Helps generate and distribute measurement reports.
17,3,Applies standard techniques to support the specification of measures and the collection and maintenance of data for measurement.
17,3,"Generates, produces and distributes reports."
17,3,Uses measurement tools for routine analysis of data.
17,3,Identifies and implements improvements to data collection methods.
17,4,"Identifies and prioritises appropriate measures, scales and targets."
17,4,"Supports projects, functions or teams in the development of measurement methods."
17,4,Specifies base and derived measures which support agreed information needs.
17,4,Specifies how to collect and store the data for each required measure.
17,4,Provides guidance on collection of data.
17,4,Designs reports and reporting formats.
17,5,"Establishes measurement objectives and the scope of measurement for functions, teams and projects."
17,5,Plans and implements improvements to measurement capability.
17,5,Provides advice and guidance for effective use of measures and measurement.
17,5,Selects measures appropriate to the context and organisational objectives.
17,5,Reviews data collection and storage mechanisms to support measurement.
17,5,"Contributes to organisational policies, standards and guidelines for measurement."
17,6,Leads the development of organisational capabilities for measurement (including automation).
17,6,Creates the measurement framework and aligns measurement objectives with business objectives.
17,6,"Develops organisational policies, standards and guidelines for measurement."
17,6,Provides resources to ensure adoption and adherence to policies and standards.
18,2,Assists with implementing and monitoring security policies and protocols across different systems.
18,2,Contributes to identifying and addressing potential risks in security governance and compliance.
18,2,"Supports the analysis of documented security incidents, escalating where appropriate."
18,2,"Assists in the review of access controls and permissions, ensuring adherence to security policies."
18,3,Applies and maintains specific security controls as required by organisational policy and local risk assessments.
18,3,Communicates security risks and issues to business managers and others.
18,3,Performs basic risk assessments for small information systems.
18,3,Contributes to the identification of risks that arise from potential technical solution architectures.
18,3,Suggests alternate solutions or countermeasures to mitigate risks.
18,3,Defines secure systems configurations in compliance with intended architectures.
18,3,Supports investigation of suspected attacks and security breaches.
18,4,"Provides guidance on the application and operation of elementary physical, procedural and technical security controls."
18,4,Explains the purpose of security controls and performs security risk and business impact analysis for medium complexity information systems.
18,4,Identifies risks that arise from potential technical solution architectures.
18,4,Designs alternate solutions or countermeasures and ensures they manage identified risks.
18,4,Investigates suspected attacks and supports security incident management.
18,5,Provides advice and guidance on security strategies to manage identified risks and ensure adoption and adherence to standards.
18,5,"Contributes to development of information security policy, standards and guidelines."
18,5,"Obtains and acts on vulnerability information and conducts security risk assessments, business impact analysis and accreditation on complex information systems."
18,5,Investigates major breaches of security and recommends appropriate control improvements.
18,5,Develops new architectures that manage the risks posed by new technologies and business practices.
18,6,"Develops and communicates corporate information security policy, standards and guidelines."
18,6,Ensures architectural principles are applied during design to reduce risk.
18,6,"Drives adoption and adherence to policy, standards and guidelines."
18,6,Contributes to the development of organisational strategies that address information control requirements.
18,6,"Identifies and monitors environmental and market trends and proactively assesses impact on business strategies, benefits and risks."
18,6,Leads the provision of authoritative advice and guidance on the requirements for security controls in collaboration with subject matter experts.
18,7,"Directs the development, implementation, delivery and support of an enterprise information security strategy aligned with the business strategy."
18,7,Ensures compliance between business strategies and information security.
18,7,"Leads the provision of information security expertise, guidance and systems needed to execute strategic and operational plans."
18,7,Secures organisational resources to execute the information security strategy.
19,2,Assists with information assurance activities under routine supervision.
19,2,Helps perform basic risk assessments and supports the implementation of information assurance measures.
19,2,Assists in maintaining records and documentation related to information assurance.
19,3,Follows standard approaches for the technical assessment of information systems against information assurance policies and business objectives.
19,3,Makes routine accreditation decisions.
19,3,Recognises decisions that are beyond their scope and responsibility level and escalates according.
19,3,Reviews and performs risk assessments and risk treatment plans.
19,3,Identifies typical risk indicators and explains prevention measures.
19,3,Maintains integrity of records to support and justify decisions.
19,4,Performs technical assessments and/or accreditation of complex or higher-risk information systems.
19,4,Identifies risk mitigation measures required in addition to the standard organisation or domain measures.
19,4,Establishes the requirement for accreditation evidence from delivery partners and communicates accreditation requirements to stakeholders.
19,4,Contributes to planning and organisation of information assurance and accreditation activities.
19,4,Contributes to development of and implementation of information assurance processes.
19,5,Interprets information assurance and security policies and applies these to manage risks.
19,5,"Provides advice and guidance to ensure adoption of and adherence to information assurance architectures, strategies, policies, standards and guidelines."
19,5,"Plans, organises and conducts information assurance and accreditation of complex domains areas, cross-functional areas and across the supply chain."
19,5,"Contributes to the development of policies, standards and guidelines."
19,6,"Develops information assurance policy, standards and guidelines."
19,6,Contributes to the development of organisational strategies that address the evolving business risk and information control requirements.
19,6,Drives adoption of and adherence to policies and standards.
19,6,"Ensures architectural principles are followed, requirements are defined and rigorous security testing is applied."
19,6,Ensures accreditation processes support and enable organisational objectives.
19,6,"Monitors environmental and market trends and assesses any impact on organisational strategies, benefits and risks."
19,7,Directs the creation and review of an enterprise information assurance strategy to support the strategic requirements of the business.
19,7,"Ensures compliance between business strategies and information assurance by setting strategies, policies, standards and practices."
19,7,"Leads the provision of information assurance expertise, advice and guidance across all of the organisation's information and information systems."
20,4,"Supports the implementation of policy, standards and guidelines related to information and data legislation and compliance requirements."
20,4,"Monitors the implementation of effective controls for internal delegation, audit and control relating to information management."
20,4,Reports on the consolidated status of information controls to inform effective decision-making.
20,4,Identifies risks around the use of information  and data that is subject to specific legislation.
20,4,Recommends remediation actions as required.
20,5,"Contributes to policies, standards and guidelines for information and data compliance."
20,5,"Provides authoritative advice on implementing compliance controls in products, services and systems."
20,5,Investigates breaches and recommends control improvements.
20,5,"Maintains an inventory of legislated data, conducts risk assessments and specifies necessary changes."
20,5,Ensures formal requests and complaints are handled following procedures.
20,5,"Prepares and submits reports to relevant authorities, ensuring all compliance requirements are met."
20,6,Develops strategies for compliance with information and data legislation.
20,6,"Ensures that the policy and standards for compliance with information and data legislation are fit for purpose, current and correctly implemented."
20,6,Acts as the organisation's contact for the regulatory authorities.
20,6,"Operates as a focus for information and data legislation for the organisation, working with specialists to provide authoritative advice and guidance."
21,2,Assists with vulnerability research tasks under routine supervision.
21,2,Helps document and report findings from vulnerability research activities.
21,3,Applies standard techniques and tools for vulnerability research.
21,3,Uses available resources to update knowledge of relevant specialism.
21,3,Participates in research communities.
21,3,Analyses and reports on activities and results.
21,4,Designs and executes complex vulnerability research activities.
21,4,"Specifies requirements for environment, data, resources and tools to perform assessments."
21,4,Reviews test results and modifies tests if necessary.
21,4,"Creates reports to communicate methodology, findings and conclusions."
21,4,Advises on deception methods by exploiting identified patterns.
21,4,Makes an active contribution to research communities.
21,5,Plans and manages vulnerability research activities.
21,5,Maintains a strong external network for vulnerability research.
21,5,Gathers information on new and emerging threats and vulnerabilities.
21,5,Assesses and documents the impacts and threats to the organisation.
21,5,Creates reports and shares knowledge and insights with stakeholders.
21,5,Provides expert advice and guidance to support the adoption of tools and techniques for vulnerability research.
21,5,"Contributes to the development of organisational policies, standards and guidelines for vulnerability research and assessment."
21,6,Plans and leads the organisation’s approach to vulnerability research.
21,6,Identifies new and emerging threats and vulnerabilities.
21,6,Maintains a strong external network.
21,6,Takes a leading part in external-facing professional activities to facilitate information gathering and set the scope of research work.
21,6,Engages with and influences relevant stakeholders to communicate results of research and the required response.
21,6,Develops organisational policies and guidelines for monitoring emerging threats and vulnerabilities.
22,2,Contributes to routine threat intelligence gathering tasks.
22,2,Monitors and detects potential security threats and escalates in accordance with relevant procedures and standards.
22,3,Performs routine threat intelligence gathering tasks.
22,3,Transforms collected information into a data format that can be used for operational security activities.
22,3,Cleans and converts quantitative information into consistent formats.
22,4,Collates and analyses information for threat intelligence requirements from a variety of sources.
22,4,"Contributes to reviewing, ranking and categorising qualitative threat intelligence information."
22,4,Creates threat intelligence reports.
22,4,"Evaluates the value, usefulness and impact of threat intelligence sources."
22,5,Plans and manages threat intelligence activities.
22,5,Identifies the most impactful threat categories and types of information that can help defend against them.
22,5,"Reviews, ranks and categorises qualitative threat intelligence information."
22,5,Provides expert advice on threat intelligence activities.
22,5,Leads the production and editing of threat intelligence reports that enhance the intelligence production workflow.
22,5,"Distributes information and obtains feedback about the value, usefulness and impact of the data."
22,6,"Sets direction, plans and leads the organisation’s approach to threat intelligence, including the use of suppliers."
22,6,Identifies requirements for threat intelligence based on the assets to be protected and the types of intelligence that can help protect those assets.
22,6,Engages with and influences relevant stakeholders to communicate results of research and the required response.
22,6,Ensures quality and accuracy of threat intelligence information.
22,6,Reviews threat intelligence capabilities.
23,6,Implements the governance framework to enable governance activity to be conducted.
23,6,"Within a defined area of accountability, determines the requirements for appropriate governance reflecting the organisation's values, ethics, risk appetite and wider governance frameworks."
23,6,"Communicates delegated authority, benefits, opportunities, costs and risks."
23,6,Leads reviews of governance practices with appropriate and sufficient independence from management activity.
23,6,Acts as the organisation's contact for relevant regulatory authorities and ensures proper relationships between the organisation and external stakeholders.
23,7,"Directs the definition, implementation and monitoring of the governance framework to meet organisational obligations under regulation, law, or contracts."
23,7,"Provides leadership, direction and oversight for governance activities."
23,7,"Integrates risk management into frameworks, aligning with strategic objectives and risk appetite."
23,7,Secures resources required to execute activities to achieve the organisation’s governance goals with effective transparency.
23,7,"Provides assurance to stakeholders that the organisation can deliver its obligations with an agreed balance of benefits, opportunities, costs and risks."
24,2,Assists in collecting and reporting data to support risk management activities under routine supervision.
24,2,Helps create and maintain documentation of risks and risk management activities.
24,2,Helps identify and report issues and discrepancies.
24,3,Undertakes basic risk management activities.
24,3,"Maintains documentation of risks, threats, vulnerabilities and mitigation actions."
24,4,"Carries out risk management activities within a specific function, technical area or project of medium complexity."
24,4,"Identifies risks and vulnerabilities, assesses their impact and probability, develops mitigation strategies and reports to the business."
24,4,Involves specialists and domain experts as necessary.
24,5,"Plans and implements complex and substantial risk management activities within a specific function, technical area, project or programme."
24,5,Establishes consistent risk management processes and reporting mechanisms aligned with governance frameworks.
24,5,Engages specialists and domain experts as necessary.
24,5,Advises on the organisation's approach to risk management.
24,6,"Plans and manages the implementation of organisation-wide risk management processes, integrating tools and techniques aligned with governance frameworks."
24,6,Considers organisation-wide risk and mitigation activities within the context of business risk as a whole and the organisation’s appetite for risk.
24,6,"Provides leadership on risk management, ensuring practices support strategic decision-making and compliance with organisational policies."
24,7,"Establishes the organisation's risk management strategy, defining and communicating the risk appetite in alignment with governance and strategic objectives."
24,7,Defines and communicates the organisation's appetite for risk.
24,7,Provides resources to implement the organisation's risk strategy.
24,7,Delegates authority for detailed planning and execution of risk management activities across the organisation.
25,3,Supports ethical reviews and conducts basic impact assessments under direction.
25,3,Gathers and analyses information for assessments.
25,3,Reports on ethical issues and compliance with guidance from others.
25,3,Documents findings from audits and reviews.
25,3,Assists with documentation and communication of ethical policies.
25,3,Supports others in responding to incidents.
25,4,Engages stakeholders to communicate ethical considerations and influence design decisions.
25,4,Conducts detailed impact assessments and makes recommendations.
25,4,Manages ethical reviews to ensure compliance with standards.
25,4,Evaluates risks and proposes measures to address ethical concerns.
25,4,Leads discussions with stakeholders on ethical issues.
25,4,Designs and executes ethical impact assessments.
25,4,Prepares reports based on audit findings.
25,5,Provides expert advice to integrate ethics into AI and data projects and programmes.
25,5,Oversees governance and assurance activities.
25,5,Reviews and approves impact assessments and audits.
25,5,Promotes awareness of ethical principles and their application across the organisation.
25,5,"Contributes to the development of policy, standards and guidelines related to AI and data ethics."
25,6,Sets direction for ethics in AI and data initiatives.
25,6,Defines governance processes to ensure compliance with ethical standards.
25,6,Engages with industry bodies and experts to develop and drive industry recommended practices.
25,6,Develops and implements strategic ethical frameworks.
25,6,Leads high-level reviews and decision-making processes.
25,6,Allocates resources to support the organisation’s commitment to ethical practices.
25,6,Ensures the organisation has resources and skills for ethical assurance.
26,2,Assists in collecting evidence and conducting audit activities under routine supervision.
26,2,Maintains documentation and audit trails.
26,2,Helps identify and report issues and discrepancies.
26,3,"Adopts a structured approach to executing and documenting audit fieldwork, following agreed standards."
