461,102,3
462,102,4
463,102,5
464,102,6
465,103,2
466,103,3
467,103,4
468,103,5
469,103,6
470,104,2
471,104,3
472,104,4
473,104,5
474,104,6
475,105,1
476,105,2
477,105,3
478,105,4
479,105,5
480,105,6
481,106,2
482,106,3
483,106,4
484,106,5
485,107,2
486,107,3
487,107,4
488,107,5
489,107,6
490,108,2
491,108,3
492,108,4
493,108,5
494,108,6
495,109,3
496,109,4
497,109,5
498,109,6
499,110,1
500,110,2
501,110,3
502,110,4
503,110,5
504,110,6
505,111,1
506,111,2
507,111,3
508,111,4
509,111,5
510,111,6
511,112,2
512,112,3
513,112,4
514,112,5
515,113,2
516,113,3
517,113,4
518,113,5
519,113,6
520,114,2
521,114,3
522,114,4
523,114,5
524,114,6
525,115,2
526,115,3
527,115,4
528,115,5
529,115,6
530,116,2
531,116,3
532,116,4
533,116,5
534,116,6
535,117,1
536,117,2
537,117,3
538,117,4
539,117,5
540,118,2
541,118,3
542,118,4
543,118,5
544,118,6
545,119,2
546,119,3
547,119,4
548,119,5
549,120,4
550,120,5
551,120,6
552,121,4
553,121,5
554,121,6
555,122,4
556,122,5
557,122,6
558,123,4
559,123,5
560,123,6
561,124,4
562,124,5
563,124,6
564,125,2
565,125,3
566,125,4
567,125,5
568,125,6
569,126,2
570,126,3
571,126,4
572,126,5
573,126,6
574,126,7
575,127,2
576,127,3
577,127,4
578,127,5
579,128,2
580,128,3
581,128,4
582,128,5
583,129,2
584,129,3
585,129,4
586,129,5
587,129,6
588,130,2
589,130,3
590,130,4
591,130,5
592,130,6
593,131,2
594,131,3
595,131,4
596,131,5
597,131,6
598,131,7
599,132,4
600,132,5
601,132,6
602,132,7
603,133,2
604,133,3
605,133,4
606,133,5
607,133,6
608,133,7
609,134,2
610,134,3
611,134,4
612,134,5
613,134,6
614,134,7
615,135,2
616,135,3
617,135,4
618,135,5
619,135,6
620,135,7
621,136,4
622,136,5
623,136,6
624,136,7
625,137,1
626,137,2
627,137,3
628,137,4
629,137,5
630,137,6
631,138,1
632,138,2
633,138,3
634,138,4
635,138,5
636,138,6
637,139,3
638,139,4
639,139,5
640,139,6
641,140,3
642,140,4
643,140,5
644,140,6
645,141,1
646,141,2
647,141,3
648,141,4
649,141,5
650,141,6
651,142,4
652,142,5
653,142,6
654,142,7
655,143,3
656,143,4
657,143,5
658,143,6
659,144,4
660,144,5
661,144,6
662,145,3
663,145,4
664,145,5
665,145,6
666,146,3
667,146,4
668,146,5
669,147,2
670,147,3
671,147,4
672,147,5
